Name,Value,Timestamp,Step
loss,2.3290889263153076,1572443747353,1
epoch,0,1572443747353,1
loss,1.0429153442382812,1572443747546,11
epoch,0,1572443747546,11
loss,0.7973878383636475,1572443747746,21
epoch,0,1572443747746,21
loss,0.5242987871170044,1572443747946,31
epoch,0,1572443747946,31
loss,0.5159251093864441,1572443748143,41
epoch,0,1572443748143,41
loss,0.2680811285972595,1572443748339,51
epoch,0,1572443748339,51
loss,0.4600956439971924,1572443748530,61
epoch,0,1572443748530,61
loss,0.11529028415679932,1572443748724,71
epoch,0,1572443748724,71
loss,0.32325637340545654,1572443748916,81
epoch,0,1572443748916,81
loss,0.26764193177223206,1572443749107,91
epoch,0,1572443749107,91
loss,0.6125057935714722,1572443749305,101
epoch,0,1572443749305,101
loss,0.3847663402557373,1572443749497,111
epoch,0,1572443749497,111
loss,0.09971017390489578,1572443749693,121
epoch,0,1572443749693,121
loss,0.2240878790616989,1572443749891,131
epoch,0,1572443749891,131
loss,0.47613680362701416,1572443750080,141
epoch,0,1572443750080,141
loss,0.2765338718891144,1572443750313,151
epoch,0,1572443750313,151
loss,0.2227671891450882,1572443750555,161
epoch,0,1572443750555,161
loss,0.13529127836227417,1572443750750,171
epoch,0,1572443750750,171
loss,0.0898347869515419,1572443750945,181
epoch,0,1572443750945,181
loss,0.23142530024051666,1572443751147,191
epoch,0,1572443751147,191
loss,0.11868159472942352,1572443751362,201
epoch,0,1572443751362,201
loss,0.13113601505756378,1572443751550,211
epoch,0,1572443751550,211
loss,0.13616888225078583,1572443751747,221
epoch,0,1572443751747,221
loss,0.1893596053123474,1572443751951,231
epoch,0,1572443751951,231
loss,0.10349348187446594,1572443752149,241
epoch,0,1572443752149,241
loss,0.26828956604003906,1572443752347,251
epoch,0,1572443752347,251
loss,0.13641805946826935,1572443752545,261
epoch,0,1572443752545,261
loss,0.1470806747674942,1572443752737,271
epoch,0,1572443752737,271
loss,0.3925569951534271,1572443752931,281
epoch,0,1572443752931,281
loss,0.1454111635684967,1572443753122,291
epoch,0,1572443753122,291
loss,0.14712171256542206,1572443753317,301
epoch,0,1572443753317,301
loss,0.12454821914434433,1572443753513,311
epoch,0,1572443753513,311
loss,0.6792621612548828,1572443753707,321
epoch,0,1572443753707,321
loss,0.17695069313049316,1572443753902,331
epoch,0,1572443753902,331
loss,0.2945050001144409,1572443754095,341
epoch,0,1572443754095,341
loss,0.22276264429092407,1572443754295,351
epoch,0,1572443754295,351
loss,0.17855854332447052,1572443754496,361
epoch,0,1572443754496,361
loss,0.20757268369197845,1572443754692,371
epoch,0,1572443754692,371
avg_val_loss,0.20985187590122223,1572443769557,375
epoch,0,1572443769557,375
loss,0.22917363047599792,1572443769677,381
epoch,0,1572443769677,381
loss,0.3250191807746887,1572443769858,391
epoch,0,1572443769858,391
loss,0.08906184136867523,1572443770052,401
epoch,0,1572443770052,401
loss,0.36248499155044556,1572443770244,411
epoch,0,1572443770244,411
loss,0.24297171831130981,1572443770436,421
epoch,0,1572443770436,421
loss,0.19571392238140106,1572443770629,431
epoch,0,1572443770629,431
loss,0.0927179753780365,1572443770832,441
epoch,0,1572443770832,441
loss,0.09120947122573853,1572443771030,451
epoch,0,1572443771030,451
loss,0.2235458344221115,1572443771237,461
epoch,0,1572443771237,461
loss,0.1673124134540558,1572443771441,471
epoch,0,1572443771441,471
loss,0.20136214792728424,1572443771633,481
epoch,0,1572443771633,481
loss,0.08683931082487106,1572443771824,491
epoch,0,1572443771824,491
loss,0.2885344922542572,1572443772015,501
epoch,0,1572443772015,501
loss,0.012490127235651016,1572443772207,511
epoch,0,1572443772207,511
loss,0.19101667404174805,1572443772402,521
epoch,0,1572443772402,521
loss,0.3762677013874054,1572443772595,531
epoch,0,1572443772595,531
loss,0.14218701422214508,1572443772794,541
epoch,0,1572443772794,541
loss,0.07058045268058777,1572443772987,551
epoch,0,1572443772987,551
loss,0.29364776611328125,1572443773181,561
epoch,0,1572443773181,561
loss,0.24889293313026428,1572443773374,571
epoch,0,1572443773374,571
loss,0.043648891150951385,1572443773570,581
epoch,0,1572443773570,581
loss,0.2764602601528168,1572443773755,591
epoch,0,1572443773755,591
loss,0.058406583964824677,1572443773959,601
epoch,0,1572443773959,601
loss,0.1693124920129776,1572443774147,611
epoch,0,1572443774147,611
loss,0.33436018228530884,1572443774342,621
epoch,0,1572443774342,621
loss,0.6415107250213623,1572443774528,631
epoch,0,1572443774528,631
loss,0.04670904204249382,1572443774721,641
epoch,0,1572443774721,641
loss,0.13580384850502014,1572443774920,651
epoch,0,1572443774920,651
loss,0.3291766941547394,1572443775116,661
epoch,0,1572443775116,661
loss,0.1951281726360321,1572443775331,671
epoch,0,1572443775331,671
loss,0.07873012125492096,1572443775524,681
epoch,0,1572443775524,681
loss,0.08779744803905487,1572443775716,691
epoch,0,1572443775716,691
loss,0.09840591251850128,1572443775909,701
epoch,0,1572443775909,701
loss,0.17752280831336975,1572443776100,711
epoch,0,1572443776100,711
loss,0.15325339138507843,1572443776291,721
epoch,0,1572443776291,721
loss,0.05253991484642029,1572443776486,731
epoch,0,1572443776486,731
loss,0.15843093395233154,1572443776673,741
epoch,0,1572443776673,741
avg_val_loss,0.1469414383172989,1572443791607,750
epoch,0,1572443791607,750
loss,0.1187477707862854,1572443791626,751
epoch,0,1572443791626,751
loss,0.004718817304819822,1572443791822,761
epoch,0,1572443791822,761
loss,0.12544293701648712,1572443792018,771
epoch,0,1572443792018,771
loss,0.07904379814863205,1572443792219,781
epoch,0,1572443792219,781
loss,0.19515292346477509,1572443792413,791
epoch,0,1572443792413,791
loss,0.23043566942214966,1572443792606,801
epoch,0,1572443792606,801
loss,0.03983641415834427,1572443792797,811
epoch,0,1572443792797,811
loss,0.22546762228012085,1572443792990,821
epoch,0,1572443792990,821
loss,0.4694712162017822,1572443793178,831
epoch,0,1572443793178,831
loss,0.18799066543579102,1572443793374,841
epoch,0,1572443793374,841
loss,0.07447066158056259,1572443793571,851
epoch,0,1572443793571,851
loss,0.13129420578479767,1572443793768,861
epoch,0,1572443793768,861
loss,0.15276110172271729,1572443793961,871
epoch,0,1572443793961,871
loss,0.13489459455013275,1572443794161,881
epoch,0,1572443794161,881
loss,0.05561980605125427,1572443794356,891
epoch,0,1572443794356,891
loss,0.14047633111476898,1572443794559,901
epoch,0,1572443794559,901
loss,0.13069824874401093,1572443794755,911
epoch,0,1572443794755,911
loss,0.2599148154258728,1572443794962,921
epoch,0,1572443794962,921
loss,0.06815912574529648,1572443795163,931
epoch,0,1572443795163,931
loss,0.08384828269481659,1572443795363,941
epoch,0,1572443795363,941
loss,0.05023718997836113,1572443795550,951
epoch,0,1572443795550,951
loss,0.15357327461242676,1572443795745,961
epoch,0,1572443795745,961
loss,0.09209758043289185,1572443795938,971
epoch,0,1572443795938,971
loss,0.1022876650094986,1572443796134,981
epoch,0,1572443796134,981
loss,0.38177990913391113,1572443796329,991
epoch,0,1572443796329,991
loss,0.144788458943367,1572443796527,1001
epoch,0,1572443796527,1001
loss,0.6030364632606506,1572443796718,1011
epoch,0,1572443796718,1011
loss,0.21326714754104614,1572443796916,1021
epoch,0,1572443796916,1021
loss,0.03756266459822655,1572443797105,1031
epoch,0,1572443797105,1031
loss,0.07200729101896286,1572443797300,1041
epoch,0,1572443797300,1041
loss,0.07906816154718399,1572443797496,1051
epoch,0,1572443797496,1051
loss,0.01121973991394043,1572443797688,1061
epoch,0,1572443797688,1061
loss,0.0965787023305893,1572443797883,1071
epoch,0,1572443797883,1071
loss,0.024518955498933792,1572443798076,1081
epoch,0,1572443798076,1081
loss,0.09729407727718353,1572443798268,1091
epoch,0,1572443798268,1091
loss,0.12306339293718338,1572443798467,1101
epoch,0,1572443798467,1101
loss,0.12630417943000793,1572443798664,1111
epoch,0,1572443798664,1111
loss,0.0928812026977539,1572443798860,1121
epoch,0,1572443798860,1121
avg_val_loss,0.1268647164106369,1572443813786,1125
epoch,0,1572443813786,1125
loss,0.03557442128658295,1572443813901,1131
epoch,0,1572443813901,1131
loss,0.06969580054283142,1572443814100,1141
epoch,0,1572443814100,1141
loss,0.1797924041748047,1572443814292,1151
epoch,0,1572443814292,1151
loss,0.1392349898815155,1572443814487,1161
epoch,0,1572443814487,1161
loss,0.43716108798980713,1572443814686,1171
epoch,0,1572443814686,1171
loss,0.06824828684329987,1572443814887,1181
epoch,0,1572443814887,1181
loss,0.07412824034690857,1572443815081,1191
epoch,0,1572443815081,1191
loss,0.25961166620254517,1572443815273,1201
epoch,0,1572443815273,1201
loss,0.014006438665091991,1572443815479,1211
epoch,0,1572443815479,1211
loss,0.03133027255535126,1572443815673,1221
epoch,0,1572443815673,1221
loss,0.39052268862724304,1572443815867,1231
epoch,0,1572443815867,1231
loss,0.1723598837852478,1572443816062,1241
epoch,0,1572443816062,1241
loss,0.04650235176086426,1572443816260,1251
epoch,0,1572443816260,1251
loss,0.021478768438100815,1572443816460,1261
epoch,0,1572443816460,1261
loss,0.2763652503490448,1572443816657,1271
epoch,0,1572443816657,1271
loss,0.2821968197822571,1572443816846,1281
epoch,0,1572443816846,1281
loss,0.21339598298072815,1572443817031,1291
epoch,0,1572443817031,1291
loss,0.09839891642332077,1572443817220,1301
epoch,0,1572443817220,1301
loss,0.1777825653553009,1572443817414,1311
epoch,0,1572443817414,1311
loss,0.07135798037052155,1572443817611,1321
epoch,0,1572443817611,1321
loss,0.05849585309624672,1572443817799,1331
epoch,0,1572443817799,1331
loss,0.17922627925872803,1572443817984,1341
epoch,0,1572443817984,1341
loss,0.24421310424804688,1572443818181,1351
epoch,0,1572443818181,1351
loss,0.11606792360544205,1572443818371,1361
epoch,0,1572443818371,1361
loss,0.09351485967636108,1572443818566,1371
epoch,0,1572443818566,1371
loss,0.005628952290862799,1572443818758,1381
epoch,0,1572443818758,1381
loss,0.217895969748497,1572443818953,1391
epoch,0,1572443818953,1391
loss,0.1299637258052826,1572443819147,1401
epoch,0,1572443819147,1401
loss,0.21643348038196564,1572443819331,1411
epoch,0,1572443819331,1411
loss,0.4618286192417145,1572443819524,1421
epoch,0,1572443819524,1421
loss,0.43700161576271057,1572443819722,1431
epoch,0,1572443819722,1431
loss,0.2994881272315979,1572443819911,1441
epoch,0,1572443819911,1441
loss,0.3779968023300171,1572443820116,1451
epoch,0,1572443820116,1451
loss,0.22486676275730133,1572443820308,1461
epoch,0,1572443820308,1461
loss,0.25900816917419434,1572443820500,1471
epoch,0,1572443820500,1471
loss,0.028260955587029457,1572443820696,1481
epoch,0,1572443820696,1481
loss,0.04696882888674736,1572443820889,1491
epoch,0,1572443820889,1491
avg_val_loss,0.16937103867530823,1572443835855,1500
epoch,0,1572443835855,1500
loss,0.1851993203163147,1572443835873,1501
epoch,0,1572443835873,1501
loss,0.18962331116199493,1572443836067,1511
