Name,Value,Timestamp,Step
loss,2.2984273433685303,1572442850826,1
epoch,0,1572442850826,1
loss,1.6031129360198975,1572442851025,11
epoch,0,1572442851025,11
loss,1.0427409410476685,1572442851221,21
epoch,0,1572442851221,21
loss,0.5682727098464966,1572442851421,31
epoch,0,1572442851421,31
loss,0.2928965389728546,1572442851614,41
epoch,0,1572442851614,41
loss,0.4555204510688782,1572442851805,51
epoch,0,1572442851805,51
loss,0.3281654715538025,1572442852000,61
epoch,0,1572442852000,61
loss,0.2508280873298645,1572442852196,71
epoch,0,1572442852196,71
loss,0.06737103313207626,1572442852384,81
epoch,0,1572442852384,81
loss,0.431438684463501,1572442852582,91
epoch,0,1572442852582,91
loss,0.5225539207458496,1572442852770,101
epoch,0,1572442852770,101
loss,0.13057662546634674,1572442852966,111
epoch,0,1572442852966,111
loss,0.027914587408304214,1572442853164,121
epoch,0,1572442853164,121
loss,0.4329183101654053,1572442853353,131
epoch,0,1572442853353,131
loss,0.34341421723365784,1572442853545,141
epoch,0,1572442853545,141
loss,0.1419387012720108,1572442853757,151
epoch,0,1572442853757,151
loss,0.21639384329319,1572442853951,161
epoch,0,1572442853951,161
loss,0.09053028374910355,1572442854147,171
epoch,0,1572442854147,171
loss,0.164568692445755,1572442854355,181
epoch,0,1572442854355,181
loss,0.3389025032520294,1572442854550,191
epoch,0,1572442854550,191
loss,0.15255005657672882,1572442854742,201
epoch,0,1572442854742,201
loss,0.19970063865184784,1572442854927,211
epoch,0,1572442854927,211
loss,0.11012284457683563,1572442855115,221
epoch,0,1572442855115,221
loss,0.25022199749946594,1572442855305,231
epoch,0,1572442855305,231
loss,0.06207906827330589,1572442855501,241
epoch,0,1572442855501,241
loss,0.10540400445461273,1572442855692,251
epoch,0,1572442855692,251
loss,0.16317392885684967,1572442855880,261
epoch,0,1572442855880,261
loss,0.40144476294517517,1572442856073,271
epoch,0,1572442856073,271
loss,0.23705363273620605,1572442856280,281
epoch,0,1572442856280,281
loss,0.31843680143356323,1572442856489,291
epoch,0,1572442856489,291
loss,0.045084450393915176,1572442856687,301
epoch,0,1572442856687,301
loss,0.14423978328704834,1572442856881,311
epoch,0,1572442856881,311
loss,0.5051364302635193,1572442857079,321
epoch,0,1572442857079,321
loss,0.2135414034128189,1572442857273,331
epoch,0,1572442857273,331
loss,0.24670834839344025,1572442857469,341
epoch,0,1572442857469,341
loss,0.28365030884742737,1572442857659,351
epoch,0,1572442857659,351
loss,0.37156063318252563,1572442857853,361
epoch,0,1572442857853,361
loss,0.22331006824970245,1572442858044,371
epoch,0,1572442858044,371
avg_val_loss,0.20004655420780182,1572442872921,375
epoch,0,1572442872921,375
loss,0.057816047221422195,1572442873041,381
epoch,0,1572442873041,381
loss,0.38178062438964844,1572442873231,391
epoch,0,1572442873231,391
loss,0.04842017590999603,1572442873426,401
epoch,0,1572442873426,401
loss,0.44631558656692505,1572442873619,411
epoch,0,1572442873619,411
loss,0.1350642740726471,1572442873815,421
